sex,height,leg,chest,waist,hip,weight,age,arm,shoulder
1,165.3,70.5,30.3,31.3,31.8,73.7,57,54.2,33.6
1,163,70.6,30.9,30.5,33.9,80.3,49,54.2,37.2
1,169.2,78.2,28.9,26.5,30.7,62.7,35,56.8,37.2
1,178.3,82.8,34.9,34.5,37.3,107.1,21,59.9,42.4
1,162.5,74.5,29.2,24.1,31.1,56.1,34,56.4,39.1
1,168.3,77.3,28.7,24.5,31.8,57.6,37,57,39.5
1,173.5,77.4,26.9,24.9,30.9,54.3,38,56.3,37
1,166,77.1,32.7,31.3,33.5,90,39,52.5,37.8
1,172.6,79.5,37.6,34.1,35.6,99.5,33,61.4,40.3
1,158.9,70.2,28.4,26.9,30.6,57.9,50,51.5,38.4
1,176.6,79.3,33.2,29.3,34.2,82.3,41,60.1,40.1
1,156.2,65.1,29.3,28.5,31.7,62.2,56,50,33.8
1,170.3,74.5,33.6,28.6,32.3,71.8,44,58.2,40.9
1,168.8,75.2,31.6,27,32.9,64.3,59,54.6,40.9
1,164.6,74.6,30.2,29.8,33.6,60.9,26,58,39.8
1,174.5,80.6,31.2,23.7,31,63.5,19,61.5,37.2
1,171.6,83.2,27.2,19.7,29.2,53.2,20,57.4,40.6
1,175.2,81.1,28.5,23.7,30,59.8,19,59.3,40.3
1,178.2,81.1,33.9,29.1,34.6,82.2,19,59,41.8
1,174.9,81.9,29,29.4,29.4,66.5,19,58.2,40.2
1,172.5,82.7,31.9,25.4,32.7,61.4,48,59.4,38.6
1,172,77.7,33.5,28.6,33.3,76.3,30,57.4,40.3
1,168.8,78.6,31,27.1,30.5,66.2,48,52.4,39.3
1,168.3,74.1,32.6,29.9,33.1,83,47,53,39.6
1,173.8,78.6,29.3,23.3,29.6,59.8,38,56.5,39.9
1,175,79.6,28.7,25,31.3,69.1,20,59.2,42.4
1,180.1,79.7,35.1,31.8,34.9,91.6,33,58.2,41.3
1,175,80.4,28.5,23.2,31.1,63.2,19,59.2,41
1,176.5,82.1,30,25.4,31.8,68.3,19,59.5,39.7
1,164.7,74.7,31.4,25.7,31.5,64.1,45,56.1,42
1,169.2,77.2,32.4,28.4,32.2,72.7,30,57.5,40.1
1,169,79.4,28.9,22.3,30.7,58.6,18,59.8,40.3
1,168.6,76.6,31.3,25.3,31.6,59.6,33,55.9,39
1,166.1,74.3,33.2,25,30.7,70.8,19,54.5,39.5
1,168.2,75.5,31.9,28.7,33,82,20,57.2,41.3
1,178.2,81.1,33.9,28.3,33.7,70.3,21,58.7,42.5
1,178.8,83.4,28.6,24,32.1,59.7,19,60.5,39.8
1,172.5,78.9,34,29.1,32.6,72.8,32,56.1,41.2
1,184,88.8,32,27.7,33.8,72.2,19,61.5,41.7
1,177.4,78.5,32,29.9,33.3,77,48,60,42.3
1,170.9,80.9,31.2,28,32.6,70.1,19,58.1,39.5
1,172.5,78.8,34.2,30.4,34.4,83,20,60,43.8
1,171,74.7,31.6,28.2,33.2,71.9,20,59.1,40.8
1,165.3,74.8,26,21.9,27.5,47.9,19,54.9,39.4
1,173.5,77.3,31.9,30.1,33.5,86.1,46,57.8,42.9
1,178.6,81.2,33.6,30.6,34.7,90.1,19,60.8,44.3
1,173.4,75.3,34.6,30.5,34.7,84.9,41,58.5,40
1,172.9,81.3,28.3,24.7,31.6,62.1,51,60.5,42
1,164.3,74.7,31.8,29.1,32,68.1,44,56.3,41.5
1,174.1,77.8,32.7,29.3,35,81.2,25,61.4,41.7
1,184.4,89.2,34.1,29.7,34.6,88,25,63.2,43.4
1,176.6,83.4,28.6,25,30.4,60.3,26,59.8,39.2
1,178.2,82.5,32,26.6,33.2,73.2,16,58.4,41.4
1,166.2,74.5,31.8,27,30.6,65.6,43,56.4,39.8
1,169.4,75.1,29.4,23.9,30.7,58.2,17,54.3,39.7
1,171.5,78.3,29.2,26,31.1,61.9,16,58,39.3
1,177.5,80.8,27.2,23.5,31,62.2,16,60.3,39.1
1,170.3,76.1,33.8,27.2,33,69.1,19,58.5,43
1,167.8,76.2,28.6,25.2,31,57.7,19,55.8,40.5
1,166.5,73.8,28.7,25.5,30.5,64.3,19,56.5,37
1,170.2,79.7,26.7,23.6,29.1,52.5,16,57.5,37.1
1,171.2,80.4,27.4,22.6,30.3,61.2,16,60.5,38.9
1,168.3,77.3,31.5,28,32.1,63.5,17,56.2,40.4
1,177.5,82.4,33.6,28,31,69,19,58.4,40.2
1,164.9,71.7,33.6,28.7,31.5,71.5,48,53.5,40.6
1,167.7,80.6,28.1,23.1,29.3,47.6,16,56.5,37
1,171.5,78.6,29,23.6,31.3,58.4,17,56.2,37.4
1,165.1,73,33.3,27,31.4,70.1,37,55.5,40.4
1,170,77.7,28,23.9,28.7,49.7,40,57.2,39.6
1,178.3,80.2,35.7,26.2,31.5,74.1,19,58.2,42.5
1,170,76.5,29,22.9,30.7,56.8,21,56.2,38
1,171.3,78.6,28.2,26.9,30.1,65.5,19,58.5,38.6
1,170,78,30.5,24.7,29.9,62.3,20,58.5,37.6
1,168.5,81.3,28,24.8,30.7,55.8,19,60.1,36.1
1,175,80.2,31.4,28.2,33.5,67.8,20,60.8,40.3
1,177.8,80,36.7,34.1,36.4,100.8,21,61.3,40.8
1,160.1,70.9,32.9,24.5,29.7,57.4,21,50.1,38.4
1,156,69.5,27.9,24.5,30.3,48.3,45,50.8,38.4
1,175.3,81.5,32,27.5,34,71.9,48,58.3,40.6
1,181.7,84.7,33.7,33.3,36.7,99.9,24,62.4,37.9
1,177.3,83.1,34.7,30,33.8,85.2,19,59.4,41.6
1,172.5,79.3,34.5,27.7,34.1,73.7,24,56.1,42
1,177.5,79.2,34,34.4,37,106.1,24,62.1,40.4
1,174.3,78.4,32,29.5,33.2,81.1,47,57.2,43.4
1,172.3,76.5,37,32.7,33.7,87.8,35,58.8,42.2
1,172.7,79.9,21.5,20.3,27,47.5,16,56.2,37.2
1,170.9,76.4,33,29.5,32.7,69.8,47,57.1,36.8
1,174.7,78.5,34,32,33.3,83.6,42,58.1,40.8
1,169.6,72,32.7,25.2,30,63.2,44,54.2,41.5
1,168,78.5,32,25.5,31.7,66.5,19,53.8,40.9
1,172.1,80,36.5,33.4,35.5,89.9,19,57.2,40.4
1,172.4,75.8,33.6,30.8,34.4,84.6,33,57.2,41.2
1,173,78.4,31.3,26.1,31.5,71.1,23,59.5,40
1,167.9,78.1,31.4,25.7,30.2,62.3,22,55.2,38.4
1,179.6,80.7,34.9,29.5,34,80.8,24,60.5,41.2
1,176,79.3,31.5,26.1,32,69.8,24,56.2,41.5
1,179.2,79.8,32.7,27.5,33.2,77,42,59,40.3
1,166.6,74,32.5,27.5,32.1,68.3,24,56.1,40.5
1,178.2,81.4,33.7,29.6,32.5,77.9,47,60.1,40.4
1,162.6,70.9,34.9,31.5,34.5,81.6,45,50.1,39.9
1,172.5,78.4,31.5,28.5,34,79.5,47,57.5,42.6
1,171.5,76.6,31.3,26.2,31.2,60.3,24,57.3,41.4
1,181.4,86.5,32,26.6,33,68.1,24,61.8,43.9
1,176.9,81.6,32.3,25,29.5,61.4,24,60.2,39.9
1,175.4,79,32.2,30.4,32.6,80,38,55.9,41
1,168.8,76.3,32.1,26.5,31.4,61,34,56,39.9
1,173,80.8,31.7,30,32.8,71.7,24,59.5,40.6
1,182,86.4,33.2,25.9,32,69,24,61.5,40.9
1,189.9,86.6,30.3,23,34.5,64.6,20,67.5,41.2
1,177.7,79.1,31.5,27.6,31.6,69.6,25,58,40.3
1,174.6,78.8,34,35.5,35,96.6,24,60.1,42.6
1,172.2,78,38.7,34.7,35,98,25,60,40.4
1,168,74.1,35.3,30.4,33.4,76.1,46,56.4,43.1
1,175.5,82,33.9,29.1,34.6,82.3,38,60.4,42.3
1,175,77.3,31,30,33.7,76.5,39,55,42.8
1,177.4,84.5,28.2,24.4,31.4,60.6,19,57.2,41.8
1,169.3,76.1,31.7,24.6,30.4,58.7,20,55.8,39.6
1,173.3,78.4,34.6,32.4,34.5,93.8,36,56.1,44.6
1,176.9,81.4,34.9,30.4,34.1,83.7,25,60.4,43.7
1,176.3,84.4,32.9,31.7,34.3,87.1,16,62.1,36.1
1,162.3,69.5,34.9,31.8,34.6,85.9,63,55.1,39.4
1,162.9,73,28.6,26.5,31,61.6,53,54.1,38
1,171.1,78.4,33,28.8,31.6,71.4,37,57.2,38.9
1,172.4,74,33.9,30.8,34.9,87.1,29,55.7,40.1
1,189.2,89,39.5,34.3,38.2,103.7,26,64,46.3
1,179,81.3,33.6,28.5,35.1,75,25,60.8,41.8
1,175.4,83,31.7,26.4,32.7,65.7,26,56.1,39.4
1,168.3,77.5,35.2,27.5,32,64.7,25,57.5,38.3
1,173.3,76.8,33.5,30.4,33.2,78.7,25,56.2,42.5
1,172.3,80.9,31.3,26.7,31.8,58.6,26,61,38.6
1,177.4,78.6,38.3,31.2,34.7,81,25,62.4,40.4
1,170.3,74.9,37.1,27.5,32.6,68.7,25,58.1,39.8
1,176.4,78.9,34.1,26.5,32,65.6,26,61.4,42.4
1,177.3,79,36.9,30.4,37,77.2,26,58.8,39.4
1,174.3,76.4,35.4,27,31.9,62.8,27,61.3,41.6
1,169.4,77.4,34.6,27.2,31.7,65.5,19,60,40.3
1,183.5,80.5,34.7,32,33.9,94,30,61.5,42.5
1,178.9,78.5,38.5,35.1,36.6,94.1,25,62,44.4
1,180.3,85.2,35.2,29.6,35.2,78.9,25,60.8,42.4
1,170.6,78.7,34.4,28.7,33.2,74,25,58.5,42
1,177.9,80.2,32.7,35.4,37.7,93.3,25,62,38.4
1,175.3,76.7,33.5,25.2,30.7,60.2,29,61,39.3
1,162.7,75.1,39.2,30.4,32,74,29,56.7,42.4
1,188.5,83,41.8,34,38.3,108.2,28,64.5,47.9
1,167.7,75.3,33.6,31.9,33.7,80.5,29,55.2,37.8
1,174.6,77.6,35,28.2,33,72,26,56.5,39.8
1,168.7,74.9,31.6,24.6,26.8,52.2,28,55.1,38.3
1,166.3,74.6,34,28.6,31.3,68.2,30,55.8,39.3
1,180.6,82.4,31.6,30,34.7,74.5,21,60.1,41.2
1,169.8,78.3,35.9,27,31.7,66.3,21,60,36.8
1,174.6,82,31.5,27.5,33.7,66.4,21,59,39.7
1,173.1,80.1,33,28.4,33.1,73.8,26,59.9,40.7
1,167.2,75.6,36.3,28.9,32.7,71.7,26,54.8,39.9
1,168.2,77.3,35,27.1,31.5,61.3,19,57.4,39.9
1,170.6,78.7,33.7,29.5,33.5,75.2,19,58.1,39.7
1,178.4,79,31.9,23.4,31.1,60.8,19,60.4,38.6
1,165.1,73.1,34,27,33.2,70.7,25,59.3,40.4
1,167.8,79,33.5,26.9,34.7,69.3,25,58.8,39.8
1,168.5,79.1,28,27.5,32.3,61.2,25,55,38.4
1,170,80.2,35.9,27.1,33.4,73.6,30,57.9,41.3
1,169.1,76.2,39,29.6,34.7,81.6,35,57.4,41.6
1,174.2,77.2,37,29.3,34.2,82.1,29,57.2,40.7
1,173.9,78.2,35.2,29.1,33.8,72.8,25,60.4,41.6
1,170.2,74.4,38.6,30.5,34.5,81.8,39,62.8,43
1,161.7,73.3,34.4,26.3,31.4,60.4,36,54.8,40.1
1,172.5,79,35.4,27.4,33.3,67.9,31,58.4,41.4
1,164.2,77.9,33.2,23.7,32.3,61.1,37,57.4,39.1
1,173.8,77.6,38.3,32.6,36.6,102.5,36,59.9,40.4
1,178.3,80.9,38.5,32.9,36.6,102.1,35,56.7,42.2
1,167.8,74.5,35.2,28.5,33,72.5,35,57.1,42.1
1,170.9,74.2,32.2,24.7,30.9,60.3,33,55.6,40.8
1,178,79.3,36.3,29,33.4,83.7,33,62.4,43.8
1,168.9,76.3,37.7,25.6,32.7,68.8,24,55.1,40.8
1,170.9,78.5,38.2,32.6,34.7,91.5,34,56.3,43.4
1,169,77.2,30.7,27,31.5,75.3,36,56.5,40.3
1,178.4,78,38.9,33.8,36.1,98.5,34,57.1,43.5
1,173,77.3,34.8,29.5,32.8,77.7,33,56.8,40.9
1,175,79.5,33.4,27.7,32.7,66.7,34,58.1,39.6
1,166.4,74.3,31.2,29.2,31.9,72,39,55.4,39.1
1,169.5,76.3,31,28.6,32.3,72.2,39,56.6,38
1,173.8,79.2,31.5,28,34.1,74.6,34,58.8,41.4
1,179.9,81.2,33.2,29.1,34.6,82.9,34,61.9,42.6
1,176.7,80.8,30.2,26.1,33.3,67.2,31,59.8,41.5
1,173.7,79.6,34.1,31.3,35.3,83.3,31,59.3,40.5
1,171.7,77.5,31.1,29.6,32.3,71.1,39,57.3,40.5
1,172.5,76.5,34.6,27.6,33.2,76.2,30,55.6,40.9
1,169,77.2,31.2,24.5,31.1,66.4,31,56.4,39.5
1,168.8,76,34.8,28.1,32.5,69.5,31,57.1,40.9
1,170.4,77.5,29.6,25.6,30.3,61.4,37,55,38
1,172.9,76.9,31.8,27.7,32.2,83.8,30,57.2,40.6
1,172.3,79.3,32.7,29.5,33.3,81.1,33,60.4,39.8
1,168.9,76.2,31.1,27.4,31.8,67.5,31,55.4,39.7
1,174.7,79.6,33.9,27.6,33.7,75.6,32,56.4,38.1
1,174.7,78.8,33.6,27.8,32.5,74.3,37,58,39.9
1,171.6,77.6,29.9,27,32.6,66.6,38,57,38.7
1,170.7,76.9,33.8,28,32.5,75.5,39,55.7,39.5
1,170.4,77.4,32,29,32.6,73.2,36,56.2,41.8
1,166.2,74.5,36.3,30.6,33.4,81.3,38,55.9,39.2
1,174.8,79.5,33.3,27.9,32.6,74.4,31,59.6,39.4
1,172.1,77.1,31.6,27.7,31.4,72.5,38,55.4,40
1,176,80.4,33.9,29.4,32.7,74.3,34,58.4,41.7
1,167.6,71.5,31.9,28.8,31.9,72.6,38,54,37.7
1,168.4,75.7,33.1,30.7,32.8,77.3,45,54.3,39
1,181.1,84.1,33.2,28.1,34,79.3,19,59.5,42.8
1,177.9,81.2,36.2,29.4,33.6,79,20,61,43
1,167.5,74.5,27.8,24.5,31.9,64.9,19,57.5,40.7
1,167.5,76.9,31.5,26.6,30.7,60,19,56.5,39
1,177.5,84.9,28.5,24.8,32.8,65.3,19,61.1,40.5
2,160,75.4,25.9,24.1,33.6,46.3,24,53.5,33.7
2,157.8,71.8,27.5,28.9,24.5,61.2,21,52.5,33.5
2,165.5,76.9,26.6,25,33.7,49,25,57.5,37.1
2,152.3,67.1,28.4,28.9,33.2,58.6,59,52.3,37.5
2,160,76.2,28,24.5,31.8,50.4,25,55,38.5
2,149.7,65.1,27,24.8,32.5,49.3,21,50,35.8
2,161.6,69.9,32,34.9,37.1,83,21,55.1,39.2
2,166,75.6,29.5,29.8,34.6,73.9,21,58.5,40.1
2,164.7,75.6,25.9,23.9,31.6,49.5,32,53,36
2,158.1,74.5,27.6,27.1,31.3,50.2,25,54.7,37.5
2,159.5,73.7,27.9,26.6,33.4,57.2,18,54.4,36.2
2,159,72.5,28.1,26.1,33.8,60,19,54.7,35.4
2,161.1,74.5,29.8,31.4,32.9,60.6,62,57.1,36.3
2,154.4,70.2,26.3,24.1,32.3,51.4,19,53,36
2,144.5,67.4,27.9,29.8,31,49.6,61,50.5,34.7
2,159.5,69.9,36.8,38,45.1,110.1,22,55.5,39.2
2,161.4,76,28.2,27,33.3,57.6,19,56.1,36.7
2,160.6,70.2,28.5,27.7,28.5,64.4,21,54,37.9
2,161.3,70.5,28.4,27,34.8,56.4,22,55.1,37.1
2,156,71.5,25.4,25,32.5,53.5,19,54.4,36.2
2,166.5,77.6,28.4,28.6,32.9,59.7,22,60.9,37.5
2,162.2,72.6,27.2,29.8,34.1,59.6,40,54,36.5
2,160.6,76.7,27.2,24.3,32.7,50.3,19,55.5,34.9
2,155.7,72,26.2,24.1,31.9,49.5,19,52.9,33.7
2,158.5,69.9,29,30.1,35.1,67.3,44,53,37
2,158.2,72.9,25.6,25.2,32.8,56.1,19,54.7,35.7
2,160.6,71.4,26,22.6,31,48.1,18,54.4,37.3
2,165.8,76.5,27.8,28.7,35,67.2,19,58.1,36.4
2,166.5,76.9,27.4,26.5,32.4,57.7,17,57.5,39
2,167.5,73.2,26.1,27.1,35.9,68.1,21,55.5,37.2
2,153.2,67.2,28.1,25.5,30.7,48.1,21,49.5,33.9
2,160.4,72.8,30,27.9,35.4,66.3,19,58,37.1
2,161.9,72.7,28.8,25.6,33.8,68.6,23,57.1,35
2,157.3,72.2,27.5,26.7,33.7,55.8,19,53.2,34.4
2,162.3,76.3,29.5,27.2,33.6,63.4,19,56.5,35.8
2,155.3,70.3,27.3,24.8,32.2,52.6,19,53.1,35.9
2,154,68.7,27.2,26.3,34.6,59.4,19,51.3,35.2
2,166,75.5,27.3,29.4,36,72.6,19,58,36.9
2,158,73.4,25.4,24.1,30.9,44.9,21,55,36.1
2,153.6,69.7,26,26,34.5,61,19,53,35.7
2,156.7,70.6,26.6,25.8,33.9,55.7,22,53.4,36.2
2,161.7,73.4,26.1,24.8,34.2,52.9,23,52.5,36.6
2,164.2,77.3,27,24.5,32.5,54,24,56,37
2,162.4,74.1,27.4,28.6,36,66.1,22,54,37.6
2,168.2,74.4,28.7,28.6,35.1,66.4,20,54.5,37.4
2,169.1,73.5,32,37,40.7,110.4,27,57,38.7
2,164.5,75.7,26.4,24.7,32.6,53.5,20,51.8,37.9
2,163.3,76.7,23.4,29.5,33,62.6,20,56.3,37.6
2,172,77.6,30,27.4,33.4,63.3,20,57.5,39.7
2,161.5,68.5,31.4,31.7,40.8,91.8,21,54.5,38.2
2,167.8,75.7,28.1,29.9,35.3,70.5,19,58.2,37.1
2,157.2,73.4,28.1,28.7,33,57.6,19,55.6,35.8
2,156.6,68.5,27.8,28.1,31.3,63.6,19,51.1,36.2
2,156.4,70.4,28.4,27.3,34,58.1,19,50.5,35.8
2,155.9,72.6,24.6,23,31.5,46.4,20,51.1,34.7
2,155.8,70.3,26.9,28.4,34.3,59.2,20,55.2,37.1
2,165.9,75.6,26.9,27.2,34.5,60.2,22,58,38.5
2,154,69.1,26,27.6,31.8,57.7,20,51.4,35.4
2,154.9,71.8,26.4,22.4,29,44.4,20,53,36.5
2,145.4,64.5,26.2,23.9,29.9,44.8,48,48.8,35.1
2,154.4,70.4,29,31.1,31.8,67.6,55,54,36.6
2,161.3,72.4,26.3,24.5,32.8,56.9,17,54.1,36.2
2,157.6,72.2,26.1,24.7,32.6,50.6,18,51.9,34.8
2,164.4,77.6,28,25.7,33.1,59.6,18,55.8,37.4
2,160.3,71.2,27.7,26,34.3,59.8,18,52.1,36.6
2,153.1,68.3,26.3,24.5,31.2,49.9,19,51.6,33
2,163.5,72.4,30.5,29.8,37.6,76.2,18,56.9,38.6
2,163.8,75,26.9,26.1,33.5,57.2,18,57.5,37.8
2,155.3,67.4,27.9,28.3,35.2,64.1,19,54,35.9
2,153.1,70.5,25.1,22.4,29.1,43.8,18,53.4,34.6
2,148.6,63.4,25.8,24.7,30.2,53.6,18,51,35.3
2,169.4,77.3,28.3,28.8,35.4,68.7,17,58.5,37.2
2,162.4,72.6,25.5,23.8,30.1,48.8,17,54.1,32.2
2,159.3,72.1,25.8,25.7,33,58.6,16,55,36.2
2,160.5,74.4,25.9,23.1,31.2,49.4,17,54,36.4
2,157.2,73.1,26.4,25.9,32.6,54.2,16,56.1,35.6
2,164.2,73.9,23.4,25.3,34.8,63.5,16,57,34.5
2,158,72.7,27.9,24.9,31.3,49.8,17,58,37.7
2,160.3,72.7,24.8,22.5,33.9,50.6,17,54.8,34.8
2,162.1,75.9,26.3,25,32.7,53,16,54.7,37.1
2,163.9,77.4,26.5,23.5,33.8,51.8,17,58.1,37.2
2,157.2,73.3,25.4,24.5,32.3,53.3,17,54.5,35.1
2,158.1,70.9,30,29.7,34.5,69.3,17,57.5,38.4
2,160.3,69.3,28.3,26,33.7,57.4,18,56.5,35.1
2,153.1,71.8,26.9,23.3,31.4,45,18,53,35.4
2,156.6,75.3,28.6,26,32.3,57.5,18,53.5,35.5
2,162,75.6,28.6,29.2,33.7,64.7,16,56.2,37.8
2,167,75.5,28.3,25.7,32.9,62,16,55.8,37.9
2,159.1,72.4,26.4,25.6,33,57,16,55.6,36.5
2,161,74.3,26,25.2,31.2,51.5,16,57.5,34.2
2,159,74.6,26.6,25.3,32.7,52.6,16,55.5,36.8
2,156.2,68.9,26.5,25.5,32.3,55.1,17,55,35.2
2,166.4,77.8,30.2,27.5,34.8,69.2,16,57.5,38.7
2,156.6,72.4,27.1,26,34.3,57.1,16,55.3,36
2,168.7,81.3,27.3,24.8,31.9,57.1,16,58,38.3
2,156.8,72.2,27.3,27.1,32.8,56.1,16,54.9,38.2
2,164.9,78.1,25.9,24.2,32.1,52.6,16,57.5,38
2,161.5,75,27.7,23.9,33,57.6,16,56.5,38
2,156.3,71.1,26.6,25.4,32.4,55.6,16,56.1,35.8
2,162.5,78.1,27.1,23.8,33.4,50.3,17,57,35.8
2,160,77,26.3,25.2,32,52.3,17,55.6,36
2,155,70.8,26,22.4,31,44.1,17,52.1,35.1
2,157.1,72.9,27.5,28.2,32.3,57.6,16,55.2,36.3
2,157.5,71.9,25.1,23.8,31.5,49,17,52.5,35.8
2,165.4,78.1,26.7,25.3,32.5,56.4,16,57.5,37.2
2,158.1,75.2,25.3,21.8,29.6,48.3,16,54,34.1
2,160.6,74.9,27.9,26.2,33.9,59.6,16,56.1,37.1
2,155.6,72.4,27.5,26.7,34.4,56.9,17,55.5,38
2,154.3,70.4,27.8,26.5,32.9,58.4,16,52.3,36.8
2,160.5,74.9,26,22.8,32.4,49.6,17,54.5,35.9
2,155.8,70.7,26.8,24.1,31.9,53.7,17,53.8,37
2,163.9,75.8,28.3,26.4,33.4,62.8,17,59,37.6
2,148,63.6,25.6,22.8,29.7,43.5,17,50,34.2
2,160,69.9,29,31.1,36.2,74.1,16,57,38.3
2,155.4,73,27.8,27,32.6,54.7,18,52.4,36.1
2,163.9,74.8,27.8,27.8,33.3,60.6,18,57,37.8
2,162,75.7,26.6,24.2,32.4,55.1,17,54.2,37.4
2,153.2,69.6,26,24.8,31.2,50.1,18,53.2,34
2,162.7,77.4,27.4,25.4,33.8,53.7,18,57,36.3
2,162.6,76,27.9,25,31.2,52.9,18,57.5,36.3
2,149.6,71.8,26.1,22.2,29.8,40.9,16,54.1,33.1
2,162,77.6,24.1,24.5,32,47.6,16,57.3,35.5
2,168.3,78.5,26.8,25.3,35.2,61.7,16,57.6,38.9
2,164.4,78.9,24.8,23.6,30.6,48,16,55,35.4
2,153.7,70.5,27.5,26.3,32.4,49.4,16,51.5,37
2,159,74.8,27,24.3,31.7,45.5,16,55.6,37.7
2,162.5,78.4,24.4,24,32.3,50.3,16,57.1,30.1
2,169.3,77.9,28.3,27.7,36.4,64.6,16,61,37.1
2,145.6,66.4,22.5,22.4,28.7,41,16,52.5,31.4
2,150.9,69.8,26.4,27.3,34.2,61.5,16,55.5,35.2
2,168.6,79,26.3,22.4,32.6,52.7,17,55.5,36.8
2,164,74.5,26.5,23.7,32.8,53.1,16,56,36.7
2,162.5,73,26.4,25.8,32.1,56.4,16,55.5,37.7
2,159.1,74,25.6,23.4,31.9,50.5,16,56.1,36.5
2,156,69.6,29.1,29,34.2,64.4,16,55.1,38.2
2,165.2,78.8,28.2,25.8,33.1,60.7,17,57.5,38.2
2,160.4,77.1,25.7,24.9,33.4,55,17,56.2,35.4
2,155.3,73,27.3,28.9,32.4,53.5,16,53.5,39.9
2,155.7,75.6,27.2,24.1,31.8,51.8,18,55.6,36.7
2,158.6,72.6,25.6,24.3,34.9,53.5,18,55,36.2
2,165.2,76.2,27.2,25.1,36.4,64.8,18,56.5,37.1
2,161.7,73.9,26.3,24.8,34.3,58.2,18,53.2,35.2
2,163.6,76.7,24.1,21.2,30.7,44.4,18,56.5,35.4
2,163.9,75.5,25.4,24.2,32.1,47.1,17,57,35
2,154.6,71.6,25,25,31.4,50.7,17,55.1,33.5
2,168.5,76.9,24.6,22.1,32.5,48.4,17,55.6,35
2,164.5,75.7,27,24.6,34.7,60.1,17,55.5,37.5
2,160.2,74.3,26.4,25,34.5,58.3,18,57.2,36.7
2,153.2,71.8,25.8,23.8,30.6,49.2,18,51.5,33.1
2,158.5,67,29.4,29.2,32.6,59.3,64,58,37.4
2,156,67.9,28.9,28.7,34.2,65.8,56,55.8,37.5
2,148.8,64.5,29.4,28.8,32.4,57.3,60,55,36.9
2,156.4,72.7,31.4,28.1,33.4,64.5,58,56.5,39.1
2,144.3,65,26.6,25.3,30.9,44.7,55,50.6,34.2
2,149.3,66,29.6,29.7,30.6,55.3,58,54.1,36
2,156,67.3,28.8,30.8,35.2,60.4,52,54.5,36
2,156.2,68.2,25.8,27.2,32.1,54.1,56,53,34.2
2,147.9,63.3,28.8,26.7,34.2,58.8,51,52.5,37.3
2,146.8,63.3,28,28.8,32.6,56.9,57,50,35.8
2,150.3,62.7,28.1,27.5,32.5,58.3,58,53.2,35.9
2,158.8,70.2,28.8,28.4,31.5,59.9,50,55,36.4
2,153.6,69.4,27.9,27.8,32,58.7,42,52.5,35.5
2,154.7,70.5,26.2,23.9,31,45.3,36,53,36.7
2,158.3,72.4,26.8,22.1,31.6,47.6,29,52.7,35.9
2,149.9,65.9,29,28.4,34.2,61.8,53,52,34
2,152,66.6,28.1,28.7,34.2,58.8,54,54,36.8
2,154.7,70.6,26.2,28.5,30.9,54.7,54,55,34.1
2,157.5,71,25.8,27.4,31.9,54.4,68,53,36.3
2,157.9,73.8,26,27.7,32.8,54.1,56,54,36.3
2,157.3,70.8,29.1,28.9,34.3,63.7,52,55,35.6
2,152.8,71.5,27.6,26.1,32.8,48.2,54,53,36
2,151.8,70.2,26.2,25.2,31.3,48.2,49,54.5,34
2,149.9,68.7,26.1,26.7,32.8,52.1,57,54,33.7
2,151.6,65.4,28.2,27.6,31.1,52.1,55,52.5,34.8
2,156,69,29.2,29.8,31.3,62.2,25,53.2,37.8
2,152.1,66,28.1,26.9,34.5,63.1,36,53,34
2,159.2,72.2,29.5,31.2,37.8,71.8,37,55.4,37.2
2,153.5,69.7,30.3,31.3,33.7,66.3,68,54.5,35
2,156.2,69.4,28.2,27.4,32.8,60.6,43,52.5,35.5
2,158.5,72.1,27.5,24.3,32.4,51.4,43,56.5,35
2,157.4,71.2,29,28.1,33.3,63,38,55,34.1
2,152.8,69.4,29,30.5,33.1,60.7,57,51.2,34.5
2,148,67,26.8,28.6,33.7,59.3,68,52.2,35
2,156,71,27.7,27.8,34.2,56.3,58,55,36.8
2,158,70,29.5,32.7,35.8,72.8,36,54.2,35.7
2,152.1,72.3,28.8,31.8,34.4,63.5,41,54.2,36.4
2,145.6,66,25.8,27.7,30.2,46,36,50.6,33.6
2,146.9,65.6,27.2,28,32.4,53.9,68,51.5,34
2,150.7,68.4,27.6,28.8,31.4,58.9,68,53.5,34
2,157.5,75.2,24.2,23.6,31.6,47.1,53,55.1,34.4
2,154.9,69.6,27.4,26.7,32.3,55.8,54,55,37.2
2,157.6,70.6,30.6,33.5,35.6,77.5,55,56,37.8
2,144.8,65.5,24.5,24.6,29.6,41.1,43,49,31.4
2,162.2,76.9,27.2,22.2,32.2,49.6,18,59,37.3
2,165.9,74.2,28.8,26,32.5,45.6,44,57,38.2
2,157.6,68.6,26.3,25.9,34.4,62.3,32,53.2,33.9
2,163.4,74.7,27.9,24.4,32,53.3,30,57.1,38.3
2,154.5,65.6,28.3,29,32.1,60.4,49,51,35.3
2,159.8,73.6,27.8,28.3,33.8,59.3,52,54.6,34
2,154.4,70,29,32.1,32.3,61.1,49,52.5,34.6
2,154.2,66.5,30,31.2,36.2,68.9,61,52.5,36.4
2,153.4,66.5,29,29.5,32.7,59.6,60,54.6,36.4
2,162.2,73.4,31,32,32.7,75.1,49,57.5,38.3
2,158.8,71.2,28.3,29,34.3,61.5,64,55.1,37.5
